X;Filing Date;Trade Date;Ticker;Insider Name;Title;Trade Type;Price;Qty;Value;FC
DM;2019-08-01 18:49:56;2019-07-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-5649;0;0001127602-19-025737
DM;2019-08-01 18:48:10;2019-07-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;16233;0;0001127602-19-025735
DM;2019-08-01 18:48:10;2019-07-30;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;51.94;-8050;418117;0001127602-19-025735
DM;2019-08-01 18:48:10;2019-07-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-16233;0;0001127602-19-025735
DM;2019-08-01 18:45:53;2019-07-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;5742;0;0001127602-19-025733
DM;2019-08-01 18:45:53;2019-07-30;INTC;Renduchintala Venkata S M;Group President (TSCG);F - Tax;51.94;-2848;147925;0001127602-19-025733
DM;2019-08-01 18:45:53;2019-07-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;-5742;0;0001127602-19-025733
DM;2019-08-01 18:43:59;2019-07-30;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;604;0;0001127602-19-025731
DM;2019-08-01 18:43:59;2019-07-30;INTC;McBride Kevin Thomas;VP Finance, Controller;F - Tax;51.94;-203;10544;0001127602-19-025731
DM;2019-08-01 18:43:59;2019-07-30;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;-604;0;0001127602-19-025731
DM;2019-08-01 18:41:12;2019-07-30;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;11474;0;0001127602-19-025729
DM;2019-08-01 18:41:12;2019-07-30;INTC;Bryant Andy D;Chairman, Director;F - Tax;51.94;-5561;288838;0001127602-19-025729
D;2019-08-01 18:41:12;2019-07-30;INTC;Bryant Andy D;Chairman, Director;G - Gift;0.0;-2000;0;0001127602-19-025729
D;2019-08-01 18:41:12;2019-07-31;INTC;Bryant Andy D;Chairman, Director;S - Sale;51.37;-13609;699094;0001127602-19-025729
DM;2019-08-01 18:41:12;2019-07-30;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;-11474;0;0001127602-19-025729
D;2019-07-31 16:03:06;2019-07-29;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;1192;0;0001127602-19-025500
D;2019-07-31 16:03:06;2019-07-29;INTC;Shenoy Navin;EVP, GM - Data Center Group;F - Tax;51.67;-591;30537;0001127602-19-025500
D;2019-07-31 16:03:06;2019-07-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;S - Sale;51.76;-601;31108;0001127602-19-025500
D;2019-07-31 16:03:06;2019-07-29;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-1192;0;0001127602-19-025500
;2019-07-31 16:01:27;2019-07-29;INTC;Hundt Reed E;Director;S - Sale;52.45;-10000;524547;0001127602-19-025498
D;2019-07-16 18:55:56;2019-07-15;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-024674
D;2019-07-05 17:45:13;2019-07-03;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;15507;0;0001127602-19-024062
D;2019-07-05 17:45:13;2019-07-03;INTC;Davis George S;Chief Financial Officer;F - Tax;48.28;-7689;371225;0001127602-19-024062
D;2019-07-05 17:45:13;2019-07-03;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;-15507;0;0001127602-19-024062
D;2019-07-02 18:03:50;2019-06-28;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0001127602-19-023756
D;2019-07-02 18:02:04;2019-06-28;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0001127602-19-023752
D;2019-07-01 17:38:05;2019-06-28;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-023286
D;2019-06-19 17:50:45;2019-06-17;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;16962;0;0001127602-19-022298
D;2019-06-19 17:50:45;2019-06-17;INTC;Shenoy Navin;EVP, GM - Data Center Group;F - Tax;46.17;-8410;388290;0001127602-19-022298
D;2019-06-19 17:50:45;2019-06-18;INTC;Shenoy Navin;EVP, GM - Data Center Group;S - Sale;46.78;-8552;400063;0001127602-19-022298
D;2019-06-19 17:50:45;2019-06-17;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-16962;0;0001127602-19-022298
D;2019-06-17 16:44:38;2019-06-14;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-021836
D;2019-06-04 20:15:38;2019-05-31;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-020782
DM;2019-05-20 18:47:20;2018-05-31;INTC;Yeary Frank D;Director;G - Gift;0.0;-18737;0;0001127602-19-019227
DM;2019-05-20 18:47:20;2018-05-31;INTC;Yeary Frank D;Director;G - Gift;0.0;18737;0;0001127602-19-019227
D;2019-05-20 18:47:20;2019-05-16;INTC;Yeary Frank D;Director;A - Grant;0.0;4259;0;0001127602-19-019227
D;2019-05-20 18:44:50;2019-05-16;INTC;Wilson Andrew;Director;A - Grant;0.0;4259;0;0001127602-19-019224
D;2019-05-20 18:41:34;2019-05-16;INTC;Smith Gregory D;Director;A - Grant;0.0;4259;0;0001127602-19-019222
D;2019-05-20 18:39:55;2019-05-16;INTC;Liu Tsu-Jae King;Director;A - Grant;0.0;4259;0;0001127602-19-019220
D;2019-05-20 18:36:44;2019-05-16;INTC;Lavizzo-Mourey Risa J;Director;A - Grant;0.0;4259;0;0001127602-19-019217
D;2019-05-20 18:34:26;2019-05-16;INTC;Ishrak Omar;Director;A - Grant;0.0;4259;0;0001127602-19-019215
D;2019-05-20 18:32:02;2019-05-16;INTC;Hundt Reed E;Director;A - Grant;0.0;4259;0;0001127602-19-019213
D;2019-05-20 18:28:21;2019-05-16;INTC;Bhusri Aneel;Director;A - Grant;0.0;4259;0;0001127602-19-019211
D;2019-05-17 17:12:47;2019-05-15;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;2732;0;0001127602-19-019032
D;2019-05-17 17:12:47;2019-05-15;INTC;Swan Robert Holmes;CEO, Director;F - Tax;45.26;-1355;61327;0001127602-19-019032
D;2019-05-17 17:12:47;2019-05-15;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-2732;0;0001127602-19-019032
D;2019-05-17 17:12:47;2019-05-15;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-019032
D;2019-05-03 16:18:59;2019-05-01;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;2934;0;0001127602-19-017269
D;2019-05-03 16:18:59;2019-05-01;INTC;Swan Robert Holmes;CEO, Director;F - Tax;51.17;-1455;74452;0001127602-19-017269
D;2019-05-03 16:18:59;2019-05-01;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-2934;0;0001127602-19-017269
DM;2019-05-03 16:16:02;2019-05-01;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;2488;0;0001127602-19-017265
DM;2019-05-03 16:16:02;2019-05-01;INTC;Shenoy Navin;EVP, GM - Data Center Group;F - Tax;51.17;-1234;63144;0001127602-19-017265
D;2019-05-03 16:16:02;2019-05-02;INTC;Shenoy Navin;EVP, GM - Data Center Group;S - Sale;50.8;-1254;63703;0001127602-19-017265
DM;2019-05-03 16:16:02;2019-05-01;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-2488;0;0001127602-19-017265
D;2019-05-03 16:14:59;2019-05-01;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;2483;0;0001127602-19-017263
D;2019-05-03 16:14:59;2019-05-01;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;51.17;-1232;63041;0001127602-19-017263
D;2019-05-03 16:14:59;2019-05-01;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-2483;0;0001127602-19-017263
D;2019-05-03 16:13:33;2019-05-01;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;2979;0;0001127602-19-017260
D;2019-05-03 16:13:33;2019-05-01;INTC;Renduchintala Venkata S M;Group President (TSCG);F - Tax;51.17;-1477;75578;0001127602-19-017260
D;2019-05-03 16:13:33;2019-05-01;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;-2979;0;0001127602-19-017260
D;2019-05-03 16:09:39;2019-05-01;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;235;0;0001127602-19-017258
D;2019-05-03 16:09:39;2019-05-01;INTC;McBride Kevin Thomas;VP Finance, Controller;F - Tax;51.17;-79;4042;0001127602-19-017258
D;2019-05-03 16:09:39;2019-05-01;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;-235;0;0001127602-19-017258
D;2019-05-03 16:07:38;2019-05-01;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;2454;0;0001127602-19-017257
D;2019-05-03 16:07:38;2019-05-01;INTC;Bryant Andy D;Chairman, Director;F - Tax;51.17;-1189;60841;0001127602-19-017257
D;2019-05-03 16:07:38;2019-05-01;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;-2454;0;0001127602-19-017257
DM;2019-05-02 17:15:37;2019-04-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;9411;0;0001127602-19-017028
DM;2019-05-02 17:15:37;2019-04-30;INTC;Swan Robert Holmes;CEO, Director;F - Tax;51.15;-4668;238768;0001127602-19-017028
DM;2019-05-02 17:15:37;2019-04-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-9411;0;0001127602-19-017028
D;2019-05-02 17:15:37;2019-04-30;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-017028
DM;2019-05-02 17:12:31;2019-04-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;5650;0;0001127602-19-017021
DM;2019-05-02 17:12:31;2019-04-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;F - Tax;51.15;-2802;143322;0001127602-19-017021
D;2019-05-02 17:12:31;2019-05-01;INTC;Shenoy Navin;EVP, GM - Data Center Group;S - Sale;51.08;-1404;71716;0001127602-19-017021
DM;2019-05-02 17:12:31;2019-04-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-5650;0;0001127602-19-017021
DM;2019-05-02 17:09:45;2019-04-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;16232;0;0001127602-19-017014
DM;2019-05-02 17:09:45;2019-04-30;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;51.15;-8050;411757;0001127602-19-017014
DM;2019-05-02 17:09:45;2019-04-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-16232;0;0001127602-19-017014
DM;2019-05-02 17:06:01;2019-04-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;5742;0;0001127602-19-017008
DM;2019-05-02 17:06:01;2019-04-30;INTC;Renduchintala Venkata S M;Group President (TSCG);F - Tax;51.15;-2848;145675;0001127602-19-017008
DM;2019-05-02 17:06:01;2019-04-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;-5742;0;0001127602-19-017008
DM;2019-05-02 16:55:06;2019-04-30;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;602;0;0001127602-19-016991
DM;2019-05-02 16:55:06;2019-04-30;INTC;McBride Kevin Thomas;VP Finance, Controller;F - Tax;51.15;-203;10383;0001127602-19-016991
DM;2019-05-02 16:55:06;2019-04-30;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;-602;0;0001127602-19-016991
DM;2019-05-02 16:51:02;2019-04-30;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;11474;0;0001127602-19-016982
DM;2019-05-02 16:51:02;2019-04-30;INTC;Bryant Andy D;Chairman, Director;F - Tax;51.15;-5561;284445;0001127602-19-016982
DM;2019-05-02 16:51:02;2019-04-30;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;-11474;0;0001127602-19-016982
D;2019-05-01 17:45:18;2019-04-29;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;1192;0;0001127602-19-016785
D;2019-05-01 17:45:18;2019-04-29;INTC;Shenoy Navin;EVP, GM - Data Center Group;F - Tax;51.72;-581;30049;0001127602-19-016785
D;2019-05-01 17:45:18;2019-04-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;S - Sale;51.0;-611;31161;0001127602-19-016785
D;2019-05-01 17:45:18;2019-04-29;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-1192;0;0001127602-19-016785
;2019-05-01 17:42:56;2019-04-29;INTC;Renduchintala Venkata S M;Group President (TSCG);S - Sale;52.19;-37989;1982646;0001127602-19-016783
D;2019-04-30 16:32:07;2019-04-26;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;5514;0;0001127602-19-016565
D;2019-04-30 16:32:07;2019-04-26;INTC;McBride Kevin Thomas;VP Finance, Controller;F - Tax;52.31;-1845;96503;0001127602-19-016565
D;2019-04-30 16:32:07;2019-04-26;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;-5514;0;0001127602-19-016565
D;2019-04-16 19:21:16;2019-04-15;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-015609
;2019-04-05 16:10:35;2019-04-03;INTC;Rodgers Steven Ralph;EVP General Counsel;S - Sale;55.0;-25170;1384458;0001127602-19-014912
DM;2019-04-05 16:08:59;2019-04-03;INTC;Davis George S;Chief Financial Officer;A - Grant;0.0;936096;0;0001127602-19-014910
D;2019-04-02 16:43:00;2019-03-29;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0001127602-19-014194
D;2019-04-02 16:41:10;2019-03-29;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-014186
D;2019-04-02 16:39:09;2019-03-29;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0001127602-19-014178
D;2019-03-27 18:54:31;2019-03-22;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-013446
D;2019-03-19 17:30:49;2019-03-15;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;16961;0;0001127602-19-012301
D;2019-03-19 17:30:49;2019-03-15;INTC;Shenoy Navin;EVP, GM - Data Center Group;F - Tax;54.19;-8410;455738;0001127602-19-012301
D;2019-03-19 17:30:49;2019-03-18;INTC;Shenoy Navin;EVP, GM - Data Center Group;S - Sale;54.33;-8551;464576;0001127602-19-012301
D;2019-03-19 17:30:49;2019-03-15;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-16961;0;0001127602-19-012301
D;2019-03-18 17:16:40;2019-03-15;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-011900
DM;2019-03-15 16:35:11;2019-03-13;INTC;Shenoy Navin;EVP, GM - Data Center Group;A - Grant;0.0;750000;0;0001127602-19-011562
DM;2019-03-15 16:33:40;2019-03-13;INTC;Renduchintala Venkata S M;Group President (TSCG);A - Grant;0.0;750000;0;0001127602-19-011560
D;2019-03-01 16:11:16;2019-02-28;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-009187
D;2019-02-27 18:09:47;2019-02-25;INTC;Yeary Frank D;Director;M - OptEx;0.0;2302;0;0001127602-19-008774
D;2019-02-27 18:09:47;2019-02-25;INTC;Yeary Frank D;Director;M - OptEx;0.0;-2820;0;0001127602-19-008774
D;2019-02-27 18:08:26;2019-02-25;INTC;Underwood Todd M;Interim CFO;M - OptEx;0.0;3265;0;0001127602-19-008773
D;2019-02-27 18:08:26;2019-02-25;INTC;Underwood Todd M;Interim CFO;F - Tax;53.24;-1093;58186;0001127602-19-008773
D;2019-02-27 18:08:26;2019-02-25;INTC;Underwood Todd M;Interim CFO;M - OptEx;0.0;-3999;0;0001127602-19-008773
D;2019-02-27 18:06:38;2019-02-25;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;28256;0;0001127602-19-008772
D;2019-02-27 18:06:38;2019-02-25;INTC;Shenoy Navin;EVP, GM - Data Center Group;F - Tax;53.23;-13763;732673;0001127602-19-008772
D;2019-02-27 18:06:38;2019-02-26;INTC;Shenoy Navin;EVP, GM - Data Center Group;S - Sale;53.03;-14493;768491;0001127602-19-008772
D;2019-02-27 18:06:38;2019-02-25;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-34607;0;0001127602-19-008772
D;2019-02-27 18:04:55;2019-02-25;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;49921;0;0001127602-19-008771
D;2019-02-27 18:04:55;2019-02-25;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;53.23;-24751;1317619;0001127602-19-008771
D;2019-02-27 18:04:55;2019-02-25;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-61140;0;0001127602-19-008771
D;2019-02-27 18:03:15;2019-02-25;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;75347;0;0001127602-19-008770
D;2019-02-27 18:03:15;2019-02-25;INTC;Renduchintala Venkata S M;Group President (TSCG);F - Tax;53.24;-37358;1988753;0001127602-19-008770
D;2019-02-27 18:03:15;2019-02-25;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;-92280;0;0001127602-19-008770
D;2019-02-27 18:01:58;2019-02-25;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;2178;0;0001127602-19-008769
D;2019-02-27 18:01:58;2019-02-25;INTC;McBride Kevin Thomas;VP Finance, Controller;F - Tax;53.24;-729;38808;0001127602-19-008769
D;2019-02-27 18:01:58;2019-02-25;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;-2669;0;0001127602-19-008769
D;2019-02-27 18:00:16;2019-02-25;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;1035;0;0001127602-19-008767
D;2019-02-27 18:00:16;2019-02-25;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;-1270;0;0001127602-19-008767
D;2019-02-27 17:58:56;2019-02-25;INTC;Hundt Reed E;Director;M - OptEx;0.0;2302;0;0001127602-19-008766
D;2019-02-27 17:58:56;2019-02-25;INTC;Hundt Reed E;Director;M - OptEx;0.0;-2820;0;0001127602-19-008766
D;2019-02-27 17:57:13;2019-02-25;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;22763;0;0001127602-19-008765
D;2019-02-27 17:57:13;2019-02-25;INTC;Bryant Andy D;Chairman, Director;F - Tax;53.23;-11029;587129;0001127602-19-008765
D;2019-02-27 17:57:13;2019-02-26;INTC;Bryant Andy D;Chairman, Director;S - Sale;53.03;-11734;622235;0001127602-19-008765
D;2019-02-27 17:57:13;2019-02-25;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;-27880;0;0001127602-19-008765
;2019-02-25 16:07:48;2019-02-20;INTC;McBride Kevin Thomas;VP Finance, Controller;S - Sale;51.33;-518;26589;0001127602-19-008003
D;2019-02-19 16:21:44;2019-02-15;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;2731;0;0001127602-19-006813
D;2019-02-19 16:21:44;2019-02-15;INTC;Swan Robert Holmes;CEO, Director;F - Tax;51.38;-1355;69620;0001127602-19-006813
D;2019-02-19 16:21:44;2019-02-15;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-2731;0;0001127602-19-006813
D;2019-02-19 16:21:44;2019-02-15;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-006813
D;2019-02-06 16:58:55;2019-02-05;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;0;0;0001127602-19-004340
D;2019-02-05 16:32:37;2019-02-01;INTC;Yeary Frank D;Director;M - OptEx;0.0;993;0;0001127602-19-004090
D;2019-02-05 16:32:37;2019-02-01;INTC;Yeary Frank D;Director;M - OptEx;0.0;-993;0;0001127602-19-004090
D;2019-02-05 16:30:42;2019-02-01;INTC;Wilson Andrew;Director;M - OptEx;0.0;599;0;0001127602-19-004086
D;2019-02-05 16:30:42;2019-02-01;INTC;Wilson Andrew;Director;M - OptEx;0.0;-599;0;0001127602-19-004086
D;2019-02-05 16:29:32;2019-02-01;INTC;Underwood Todd M;Interim CFO;M - OptEx;0.0;300;0;0001127602-19-004084
D;2019-02-05 16:29:32;2019-02-01;INTC;Underwood Todd M;Interim CFO;F - Tax;48.03;-117;5620;0001127602-19-004084
D;2019-02-05 16:29:32;2019-02-01;INTC;Underwood Todd M;Interim CFO;M - OptEx;0.0;-300;0;0001127602-19-004084
D;2019-02-05 16:26:29;2019-02-01;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;2934;0;0001127602-19-004076
D;2019-02-05 16:26:29;2019-02-01;INTC;Swan Robert Holmes;CEO, Director;F - Tax;48.03;-1015;48750;0001127602-19-004076
D;2019-02-05 16:26:29;2019-02-01;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-2934;0;0001127602-19-004076
DM;2019-02-05 16:26:29;2019-02-01;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;2522441;0;0001127602-19-004076
D;2019-02-05 16:22:59;2019-02-01;INTC;Smith Gregory D;Director;M - OptEx;0.0;844;0;0001127602-19-004070
D;2019-02-05 16:22:59;2019-02-01;INTC;Smith Gregory D;Director;M - OptEx;0.0;-844;0;0001127602-19-004070
DM;2019-02-05 16:21:16;2019-02-01;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;2487;0;0001127602-19-004067
DM;2019-02-05 16:21:16;2019-02-01;INTC;Shenoy Navin;EVP, GM - Data Center Group;F - Tax;48.03;-861;41354;0001127602-19-004067
D;2019-02-05 16:21:16;2019-02-04;INTC;Shenoy Navin;EVP, GM - Data Center Group;S - Sale;48.62;-1626;79056;0001127602-19-004067
DM;2019-02-05 16:21:16;2019-02-01;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-2487;0;0001127602-19-004067
D;2019-02-05 16:19:46;2019-02-01;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;2482;0;0001127602-19-004063
D;2019-02-05 16:19:46;2019-02-01;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;48.03;-1048;50335;0001127602-19-004063
D;2019-02-05 16:19:46;2019-02-01;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-2482;0;0001127602-19-004063
D;2019-02-05 16:18:21;2019-02-01;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;2979;0;0001127602-19-004060
D;2019-02-05 16:18:21;2019-02-01;INTC;Renduchintala Venkata S M;Group President (TSCG);F - Tax;48.03;-1477;70940;0001127602-19-004060
D;2019-02-05 16:18:21;2019-02-01;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;-2979;0;0001127602-19-004060
D;2019-02-05 16:17:09;2019-02-01;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;234;0;0001127602-19-004057
D;2019-02-05 16:17:09;2019-02-01;INTC;McBride Kevin Thomas;VP Finance, Controller;F - Tax;48.03;-91;4371;0001127602-19-004057
D;2019-02-05 16:17:09;2019-02-01;INTC;McBride Kevin Thomas;VP Finance, Controller;M - OptEx;0.0;-234;0;0001127602-19-004057
D;2019-02-05 16:15:52;2019-02-01;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;993;0;0001127602-19-004055
D;2019-02-05 16:15:52;2019-02-01;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;-993;0;0001127602-19-004055
D;2019-02-05 16:14:46;2019-02-01;INTC;Ishrak Omar;Director;M - OptEx;0.0;844;0;0001127602-19-004053
D;2019-02-05 16:14:46;2019-02-01;INTC;Ishrak Omar;Director;M - OptEx;0.0;-844;0;0001127602-19-004053
D;2019-02-05 16:13:19;2019-02-01;INTC;Hundt Reed E;Director;M - OptEx;0.0;993;0;0001127602-19-004052
D;2019-02-05 16:13:19;2019-02-01;INTC;Hundt Reed E;Director;M - OptEx;0.0;-993;0;0001127602-19-004052
D;2019-02-05 16:10:47;2019-02-01;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;2455;0;0001127602-19-004051
D;2019-02-05 16:10:47;2019-02-01;INTC;Bryant Andy D;Chairman, Director;F - Tax;48.03;-822;39481;0001127602-19-004051
D;2019-02-05 16:10:47;2019-02-01;INTC;Bryant Andy D;Chairman, Director;M - OptEx;0.0;-2455;0;0001127602-19-004051
D;2019-02-01 18:18:10;2019-01-30;INTC;Yeary Frank D;Director;M - OptEx;0.0;811;0;0001127602-19-003510
D;2019-02-01 18:18:10;2019-01-30;INTC;Yeary Frank D;Director;M - OptEx;0.0;-811;0;0001127602-19-003510
D;2019-02-01 18:14:51;2019-01-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;2946;0;0001127602-19-003506
D;2019-02-01 18:14:51;2019-01-30;INTC;Swan Robert Holmes;CEO, Director;F - Tax;47.07;-1021;48058;0001127602-19-003506
DM;2019-02-01 18:14:51;2019-01-29;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;350105;0;0001127602-19-003506
D;2019-02-01 18:14:51;2019-01-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-2946;0;0001127602-19-003506
D;2019-02-01 17:02:06;2019-01-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;2784;0;0001127602-19-003415
D;2019-02-01 17:02:06;2019-01-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;F - Tax;47.07;-963;45328;0001127602-19-003415
D;2019-02-01 17:02:06;2019-01-31;INTC;Shenoy Navin;EVP, GM - Data Center Group;S - Sale;46.74;-1821;85114;0001127602-19-003415
D;2019-02-01 17:02:06;2019-01-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;M - OptEx;0.0;-2784;0;0001127602-19-003415
DM;2019-02-01 17:02:06;2019-01-30;INTC;Shenoy Navin;EVP, GM - Data Center Group;A - Grant;0.0;171908;0;0001127602-19-003415
DM;2019-02-01 16:59:28;2019-01-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;13995;0;0001127602-19-003410
DM;2019-02-01 16:59:28;2019-01-30;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;47.07;-4840;227819;0001127602-19-003410
DM;2019-02-01 16:59:28;2019-01-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-13995;0;0001127602-19-003410
DM;2019-02-01 16:59:28;2019-01-30;INTC;Rodgers Steven Ralph;EVP General Counsel;A - Grant;0.0;134173;0;0001127602-19-003410
D;2019-02-01 16:55:28;2019-01-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;2946;0;0001127602-19-003405
D;2019-02-01 16:55:28;2019-01-30;INTC;Renduchintala Venkata S M;Group President (TSCG);F - Tax;47.07;-1461;68769;0001127602-19-003405
D;2019-02-01 16:55:28;2019-01-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;-2946;0;0001127602-19-003405
DM;2019-02-01 16:55:28;2019-01-30;INTC;Renduchintala Venkata S M;Group President (TSCG);A - Grant;0.0;167715;0;0001127602-19-003405
